nombreUniversidad,sector,provincia,nombreCarrera,areaConocimiento,nivel,modalidad,duracionAnios,cantidadCarrerasVirtuales,cantidadAreas,porcentajeOfertaVirtual,observaciones,
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Especialización en Logística y Cadena de Suministro,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Presencial, Educación Distribuida Home",1,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Especialización en Contabilidad y Auditoría,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Inbound Marketing,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,DIPLOMATURA EN LIDERAZGO COACH E INTELIGENCIA EMOCIONAL,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,7 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso: Employer Branding como estrategia de Human Resources,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Presencial,3 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso: Claves para Lograr Ventas Exitosas,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En E-Commerce,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso: Principios de la Economía Conductual,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso de Proyectos en la Empresa Familiar,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso de Operaciones y Logística,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Gestión Integral de Esports,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura En Desarrollo De Habilidades Directivas,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,CURSO: GESTIÓN DEL ASEGURAMIENTO DE BENEFICIOS EN PROYECTOS (BRM),MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso Intermedio de Investigación de Mercados,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso: Gamificación para la Gestión de Talentos,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Gestion De Instalaciones Deportivas,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Analítica para Redes Sociales,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Gestión De Las Relaciones Laborales,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Tasaciones y Avalúo de Bienes,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso de análisis de datos para la toma de decisiones,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Administración Tributaria Local,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso Herramientas de Análisis Macroeconómico,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Revenue Management En Hoteles,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Programa Sport Ticketing,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,2 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado Liderazgo En Marketing Y Patrocinio Deportivo,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura En Gestión De Negocios,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Finanzas Personales y Familiares,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Programa De Marketing Digital Deportivo,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,2 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Sports Governance,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Ergonomía y Accesibilidad,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Gestión De Proyectos Y Políticas Públicas,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Big Data,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,CURSO DE ANÁLISIS DE NEGOCIOS (Business Analysis),MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso Herramientas de Análisis de Microeconomía,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso de Comercio Internacional,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Inteligencia de Negocios (BI),MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Management de Negocios Digitales,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Programa de Formación en Prevención de Lavado de Activos,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Presencial,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso Básico de Economía Internacional,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso de Auditoría de Marketing,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,7 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,DIPLOMATURA EN LIDERAZGO COACH E INTELIGENCIA EMOCIONAL,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Gestión De La Carga De Trabajo En Fútbol,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Gestión De La Empresa Familiar,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso: Liderar en el Siglo XXI,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Gerenciamiento Gastronómico,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Human Resources Bussiness Partner (HRBP),MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en People Analytics,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso: Product Management,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso Tecnologías de Almacenamiento y Procesamiento de Datos,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Gestión de Proyectos Digitales,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en BigData y NoSQL,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso de Economía Política Global,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso Explotación de Datos desde Móviles y Wearables,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Fundamentos de las Inversiones en Bolsa y Criptomoneda,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Administración de Ventas,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso de Estrategias de Marketing Integrado,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Gestión de La Competitividad En Organizaciones - Virtual,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Gestión Integral y Liderazgo de Cambios Organizacionales,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Agile Management,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en estrategias para la competitividad,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Plataformas de Gestión Empresarial,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Operador de Exportaciones,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en NET PROMOTER SCORE - NPS,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en fortalecimiento de la gestión en organizaciones,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,1MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura en Gestión de La Competitividad En Organizaciones - PH,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Presencial Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso de Marketing Internacional,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Desarrollo de Atributos Exponenciales para Organizaciones,MANAGEMENT Y FINANZAS,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Educación (CCC),EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,2,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Profesorado Universitario para el Nivel Secundario y Superior,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,"1,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Psicopedagogía,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Educación y Nuevas Tecnologías,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria en Promoción Comunitaria en Niñez y Adolescencia,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,"2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Maestría en Innovación Educativa,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,2,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,"Especialización En Derecho De Familia, Niñez Y Adolescencia",EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,1,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado Barça Coach Academy,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Diseño De Aulas Creativas,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,"Diplomatura en Abordaje Psicosocial de las Nuevas Infancias, Adolescencias y Familias",EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura En Educación Domiciliaria Y Hospitalaria,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Analista Tactico De Futbol,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Gestión Del Bienestar Emocional Y Del Estres En Las Organizaciones,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Educación Positiva Aplicada,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Entrenamiento En Deportes De Equipo,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Tecnología para la Educación,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Psicología Del Deporte Para El Desarrollo De Atletas,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Médico De Equipos-Conceptos Esenciales,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Educación Hospitalaria y Domiciliaria con Orientación en Inclusión Educativa,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Neurobiología Y Rendimiento Deportivo,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Nutrición Deportiva,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Educación Positiva,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura En Innovacion Educativa,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Psicología De Alto Rendimiento Deportivo,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,"Liderazgo, Ética Y Responsabilidad Social",EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado","Presencial Home, Educación Distribuida Home",4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Nutrición Deportiva En Fútbol,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en Planificación y Dirección de Proyectos,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,8 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Entrenamiento De La Fuerza,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Diplomatura En Transformacion Y Liderazgo Educativo,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Psicología Aplicada a Niños y Adolescentes,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en competencias para liderar la innovación educativa,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Comunicación En Organizaciones Deportivas,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado En Psicologia Para El Entrenador En El Alto Rendimiento,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Certificado en competencias para gestionar la transformación en los entornos de aprendizaje,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Enfoque lúdico del Fútbol Infantil,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,CERTIFICADO EN MINDFULNESS E INTELIGENCIA EMOCIONAL PARA LÍDERES CONSCIENTES,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso de Diseño y Desarrollo de Comunidades Virtuales de Aprendizaje,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Inteligencia y Creatividad en el Proceso de Formación,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Preparación física y calendario: Aplicaciones prácticas,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,4 MESES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Evaluación del Aprendizaje,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Curso en Gestión del Conocimiento,EDUCACION Y PSICOLOGIA,"pregrado, grado y posgrado",Educación Distribuida Home,1 MES,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Criminología Y Seguridad,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida , Presencial Home Rio IV , Presencial Home",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Relaciones Internacionales,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida , Presencial",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Abogacía,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Presencial Home, Presencial Home Rio IV , Presencial , Educación Distribuida Home","4,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Ciencia Política Y Gobierno,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Escribanía,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",1,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Desarrollo de Negocios Inmobiliarios,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",2,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura En Administración Pública,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado",Presencial Home Rio IV,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,"Martillero, Corredor Público Y Corredor Inmobiliario",DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Educación Distribuida Home, Presencial , Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Procurador,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home",3,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura Universitaria En Administración Y Gestión De Políticas Públicas,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Educación Distribuida, Educación Distribuida Home","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Tecnicatura en Investigación de la Escena del Crimen,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida","2,5",255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Maestría En Derecho Procesal,DERECHO Y CIENCIAS SOCIALES,"pregrado, grado y posgrado","Presencial, Educación Distribuida Home",2,255,8,"73,40%",,DAVID
